tag,content
instructor,if you are still struggling with packinit here are some hints i tried to address the points of confusion i am seeing in several of the questions regarding the function reading 1 you can read from file streams just like from cin 2 read c strings string type assume that file streams can only read c strings not cstrings directly converting from c strings to cstrings the problem you will face next is that the interface to the cardinit functions expects either enumerated type card and suit or cstyle strings const char but what you just read in were c strings they are not compatible a conversion is required from the c strings to either the enumerated type of cstyle strings in this case it is easer to simply convert c strings to cstrings use the scstr method whenever you need to convert from a c string s to its cstring representation following is an example char a scstr a is a cstring pointer it points to the internal representation of cstring in c string s or char amaxsize you create a cstring array strcpya scstr copy the c strings internal representation of cstring to your own private copy casting casting cannot be arbitrary the following would be bad as an example suit s staticcastsuitspades bad runtime error the problem is suit is an enumerated type that has integer values ranging from 0 to 3 corresponding to the four suits thus the only valid casts are from values 0 to 3 the following are more examples suit s staticcastsuit0 legal suit s staticcastsuit3 legal suit s staticcastsuit4 bad likely runtime error staticcast operator only tells the compiler to suspend its type checking for that statement the runtime system will attempt to interpret the number 4 or the character pointer to the cstring spades as an enumerated type but since the value does not lie in the range 0 to 3 your code will misbehave from that point on if you are lucky you will get a bus error segmentation fault etc so how do you go from the a cstring s that contains spades to its the enumerated type value spades you got to compare strings use the strcmp function
instructor,this message contains the details for the eecs 280 midterm exam 1 time and location when wednesday 26 february 700pm michigan time 830pm 80min where by uniqname stamps aud aakashag ivanbrad ggbl1504 jackwags kozdowy beyst1670 kploof mjcar beyst1690 mjshen mursean dow1013 mvitez rshconn dow1005 rsoltesz sjfried dow1006 skarl taykraus dow1010 tbourani woodmatt dow1017 wuyuting zzhiqing those students taking an alternate or accommodation exam have already received an email with the time and location 2 exam policies the exam will be closed book and closed notes you may bring one cheat sheet limited to 85x11 doublesided handwritten with your name on it no calculator will be necessary thus no electronics of any kind are permitted the exam will be given under the engineering honor code 3 study materials two practice exams are posted on ctools without solutions we encourage you to discuss them both in person and on the piazza forums also reviewing the labs and inclass exercises are a great way to study 4 schedule we will conduct an exam review on monday 24 february in lecture there will be no lecture the day of the exam there will be no discussion sections during the week of the exam all office hours following the exam thu 27 february fri 28 february are canceled
instructor,hear ye hear ye i will be holding an exam review this saturday from 6pm to t where t is undefined see the course calendar for the details vidal ps i will also be using my normal friday office hours to answer questions and go over basic concepts
instructor,im out of town so my office hours on friday from 1030130 will be moved to monday at the same time
instructor,while you should do your final testing on caen linux machines many of you may be doing initial development on the macs here are some things that may be useful to get close to the linux toolset on mavericks the latest version of mac os install the commandline tools in xcode by going to xcodes preferences this gives you g and a debugger called lldb lldb replaces gdb on mac to use the debugger you need to add the g flag to g you can modify the given makefile and add g to the various commands and then do make or make packtest00 etc to make the desired executable debugger will be useful in case you get segmentation faults or aborts to run the debugger do the following lldb executablefile for example lldb packtest00 this should give you the lldb prompt then the key commands are lldb run executes the program lldb bt shows the call stack where your program the above is useful in the event that on running your program it crashes this is similar to gdbs where command lldb b functionname set a breakpoint in the given function setting breakpoints can be useful to pause the program a few lines before it crashes then once it pauses you can use the following commands to step through the program or examine the variables lldb next go to the next line in the same function lldb step go to the next instruction lldb print variablename print a value lldb cont continue on till next breakpoint or till program ends it is possible to install gdb as well using macport or brew but it should not be necessary if you use the above commands a full correspondence between lldb and gdb can be found at httplldbllvmorglldbgdbhtml pin
instructor,we got kicked out of 1620 by some honors thingy so were currently across the hall in 1637 hopefully well be moving back over soon
instructor,below is a link to submit your solution to eecs 280 fall 2013 midterm httpsdocsgooglecomaumicheduformsd16hw7sgktlwqrqsfhkthliracyslj1fsfmyzqeyhlesviewform once you submit your solution you will have the option to view solutions that have been submitted by other students and compare your solution with theirs hopefully if enough students submit you will be able to discern the best answer feel free to post on piazza or see us in office hours for additional insights if you dont disagree with what appears to be the majority answer the form requires authentication with your umichedu credentials but it will not display your userid to others when you see the responses previously submitted you can revisit the previously submitted link again at a later day if sufficient responses are not there you can modify your responses after submitting as well so you can work on it for a while submit and then work on the rest of the questions just avoid peeking at solutions by others in that case pin pin
instructor,below is a link to submit your solution to eecs 280 spring 2013 midterm httpsdocsgooglecomaumicheduformsd1qhw19xqan6xey6myxtgjyuhszf83uuldckkchy05peviewform once you submit your solution you will have the option to view solutions that have been submitted by other students and compare your solution with theirs hopefully if enough students submit you will be able to discern the best answer feel free to post on piazza or see us in office hours for additional insights if you dont disagree with what appears to be the majority answer the form requires authentication with your umichedu credentials but it will not display your userid to others when you see the responses previously submitted you can revisit the previously submitted link again at a later day if sufficient responses are not there you can modify your responses after submitting as well so you can work on it for a while submit and then work on the rest of the questions just avoid peeking at solutions by others in that case pin
instructor,hi all project 3 will involve writing a euchre simulator for those of you who dont know how to play euchre i will be providing lessons in my office hours this friday also if the specs for p3 are out by then i highly recommend that you get started that same night vidal
instructor,hi everyone in case youve already recovered from project 2 and are anxious to get started on project 3 i have several decks of cards for learning the rules of euchre getting a feel for the game will make project 3 much easier my office hours today are from 14pm right now in bbb 1695 so please stop by of course if you have regulartype questions i can help with those as well thanks james
instructor,come and play some eucher
instructor,for those of you who missed fridays euchre lessons i will be doing it again in my monday office hours see the schedule vidal
instructor,if any of you accidentally walked out with a stainless steel water bottle klean kanteen stainless steel color lots of dents please return it to me im very thirsty from the pizza
instructor,this is unrelated to the class topics directly but i think many of you may find it interesting i just saw part of this 1hour video of steve jobs introducing the macintosh in 1984 which was recently found in storage and restored by a time reporter i think you may enjoy this video of computing history and steves flair for showmanship when you have free time from your project and classes httptechlandtimecom20140125stevejobsmaciidtlmainlead there are references to orwells 1984 in the famous super bowl at that time by apple price of the original mac in 1984 its hardware the operating system and graphics there are also lessons in entrepreneurship and on how established companies sometimes fail to see the impact of emerging innovations prof prakash
instructor,hello all eecs 280 discussion sections and office hours are canceled tomorrow tue 28 jan due to extreme cold weather please see president colemans announcement on umichedu for more information httpumicheduannouncement20140127 for those whose lab section falls on tuesday you may choose to do the lab on your own electronically or attend a different section later in the week stay warm awd pin
instructor,in office hours and after the lecture i had some questions on the c function pointers and can see struggling with the syntax and concepts if you find the syntax confusing the following writeup may help some of you httpsdocsgooglecomdocumentd1vvoxoifa7vpvnhyx0o8e1pqka8qskyfziiigtel5k9oedituspsharing the writeup introduces an example of function pointers without the c type syntax in a simpler language python first then it shows the same code in c some of you may find it helpful in getting past the c syntax for function pointers other things to consider looking at from python map filter and reduce functions you can google for them they use function pointers as parameters to do list processing prof prakash pin
instructor,some of you have had trouble with viewing the google calendar in ctools in some cases the problem is due to viewing it with an old version of chrome and lack of ctools support here is a direct link that hopefully works for everyone httpwwwgooglecomcalendarembedsrcumichedu9v0jqdo2s8rratdvaq9o1mdg8840groupcalendargooglecomctzamericanewyork
instructor,hey 280 career fair is next week and many 280 students will be attending for most of you it will be the first time applying for internships and speaking with recruiters but wait youve never had an interview before get some practice answering questions and talking about yourself without the pressure this thursday at hack night michigan hackers will be conducting interviews during hack night around 8 or so on the 4th floor of palmer commons great lakes south room if you want to signup click here there will also be a talk beforehand at 700 on html5 dinner will be served
instructor,the eecs 280 midterm exam will be wednesday 26 february 7pm 830pm if you have a valid conflict please sign up here httpgooglimqdbp if you have a documented request for an extended time exam please bring your paperwork to any of the three professors pin
instructor,hey 280 the weather outside is frightful but the hacknight is so delightful plus youll learn git and eat pizza if youre interested in learning git and working together on a simple web application come to hack night tonight heres the fb event its tonight in palmer commons in the 4th floor forum hall at 630 this event or git are not required for 280 its just for extra knowledge if youre interested
instructor,final grades are posted for my deorio official section 002 the other instructors will be posting shortly it usually takes wolverine access about an hour to update nice work this semester and have a great winter break pin
instructor,hi all eecs 183 is inviting all eecs 280 students to come check out their final projects that range from arduino games to class scheduling websites there will be companies attending and a raffle with prizes i encourage everyone to join me there vidal when tuesday december 16th 10am4pm where palmer commons on central campus
instructor,i noticed a few people had valgrind questions so i thought of posting this here for everyone to reference it explains a few valgrind errors we dont cover in lecture or discussion it was posted on the cse facebook group hope you find this helpful httpmaintainablecodelogdowncomposts245425valgrindisnotaleakchecker
instructor,i want to let you know about a class im teaching next semester called creative process its going to be insanity check out some of last years final projects httpandrewdeoriocomblog20140428creativeprocessfinalprojects and some of last years engineering miniprojects httpandrewdeoriocomblog20140210creativeprocessengineeringprojects why you should take creative process httpandrewdeoriocomassetswhyyoushouldtakecreativeprocesspdf more on creative process httpartsengineumicheducreativeprocessphp from the course catalog this is a class where students are encouraged in an interdisciplinary way to explore their own creativity faculty with training in architecture visual arts music and engineering will teach students their own approaches to creativity within their fields and encourage students to find their own approaches in and out of their current stated disciplines students will be expected and encouraged to explore creativity without thinking about disciplinary boundaries students will have short 2week workshops with each faculty member as well as work on a final project either on their own or in an interdisciplinary team of their own creation pin
instructor,this thread contains the grading statistics for class assignments we will keep it up to date throughout the remainder of the semester here are a few faqs q will the project exam class lab be curved a we will final grades for the entire class at the end of the semester q what are the weights of each assignment in my final grade a the weights are published in the syllabus q where can i find the grade breakdown for my projects a the autograder sends a final grade breakdown at the end of each project q where can i find individual grades for my labs a ctools assignments tab q where can i find my extra credit score a ctools gradebook tab q where can i check my records against the course grading records a the ctools gradebook tab q what does q1 etc mean a httpenwikipediaorgwikiquartile q what does n mean a the number of assignments submitted for grading project 1 n 615 min 0 1q 100 2qmedian 100 3q 100 max 100 mean 99 stdev 7 project 2 n 596 min 4 1q 86 2qmedian 92 3q 96 max 100 mean 88 stdev 16 midterm exam n 596 min 20 1q 71 2qmedian 81 3q 89 max 100 mean 78 stdev 15 pin
instructor,im in 1695 come ask me questions
instructor,hey everyone with project 5 coming to a close i just wanted to send a quick reminder that there are office hours tomorrow to prepare for the exam check the calendar for more details as always piazza will be open as well for any last minute questions heres a bit of inspiration to get you through studying these last 36 hours before the exam happy studying httpssoundcloudcomrecordsyourcomments481 ps in case you didnt understand this during the soundclip malloc new and free delete
instructor,hi class ive uploaded some of the problems from the winter practice exam to labster but i also want to issue a challenge to all of you to come up with your own practice problems or examples this is a great way to cement your own knowledge and if you come up with good ones im more than happy to post them publicly on labster as well most any topic from the course should be supported with the notable exceptions of templates and derived classes if you think youve got a good question post in the followups below pin
instructor,we would love to have your feedback on eecs 280 for a total of 1 extra credit we are asking you to please 1 fill in the endofclass survey httpsumichqualtricscomsesidsv1ljt0kmrla5mqmh 2 complete the course evaluation and forward the email acknowledgement you receive from the registrar to eecsevalsumichedu your evaluation is completely anonymous no eecs 280 staff has access to eecsevalsumichedu you need to complete both 1 and 2 by the end of thursday dec 11 to receive the 1 extra credit thank you for your participation pin
instructor,hi all due to no discussions this week i will be converting my regular discussion time 12 into office hours check calendar for details note however that i will put exam questions to a higher priority than proj 5 questions
instructor,im extending my office hours by a few hours tonight im in 1620 bbb bring me food vidal pin
instructor,due to the large crowd of eecs 482 students in 1695 bbb we will move office hours back to 1620 bbb at 630 pm sorry for the inconvenience
instructor,there is an exam in 1620 so we have decided to move office hours to 1695 bbb the 1620 lab will open at 7pm
instructor,if you are looking for me at my 900 office hours dont worry i am on my way depending on which bus i can catch i will be 1525 mins late
instructor,hi everyone to mitigate students being confused why listcompilecheck causes a segfault when run i have reuploaded a version of listcompilecheck that wont segfault your program when running as stated in the project spec this is not supposed to be part of your test suite this file only makes sure all your functions compile if you have already downloaded the file then there is no need to redownload it this serves all the same functionality as the previous listcompilecheck
instructor,there was a question in the 12pm lecture about functors and anonymous objects and functors and pointers specifically can you call the operator functioncall on an anonymous object and can you call the operator functioncall on a pointer here is sample code that has the answer to both questions class absvalue public int operatorint i return i 0 i i int main int n 123 absvalue aobj int absn aobjn cout n n absn absn endl create an absvalue object and immediately call the operator functioncall int absm absvalue4 cout m 4 absm absm endl a pointer to a functor directly calling the operator functioncall on the pointer using will not work absvalue pobj int absp pobj10 cout p 10 absp absp endl
instructor,here is something i found that i think speaks so many truths if you need a break from studying look at this its a super quick read httpjosephgcomblogwhatitellallnewprogrammers my favourite quote from it you are a wizard harry programming is basically magic d good luck with finishing your project and studying for all your finals
instructor,hi class a couple terms ago i tried to create a single monster exampleproblem that incorporated every concept from the practice exams here it is theme of the problem httpenwikipediaorgwikisevenlayerdip monsterpracticeproblempdf monsterpracticeproblemsolutionspdf monstercpp
instructor,i will be in 1033 dent during my typical discussion time monday 128 45pm if you would like to come and ask questions about practice exams final exam topics or project 5 the room does not provide any computers and so please bring your laptop if you want me to look at your code
instructor,this is just a friendly reminder that i vidal do not have office hours tonight see you at the exam review vidal
instructor,hello all because i had to postpone my office hour and to spread out the gsi times i will be holding oh for 6 hours on sunday please stop by in bbb 1620 look at the calendar to see the times
instructor,a heads up that james j will be covering my 6309pm office hours in 1695 bbb tonight i may also be around to help by the end of the time sorry for any confusion thanks james
instructor,my 12hour exam review is now posted on the course google calendar it will cover all the practice exam problems plus custom examples since the exam falls on a friday the scheduling for the exam review this semester is a bit off these reviews need to be on a weekend so you guys can recover this means there is a gap between the exam review and the exam itself on the plus side it should give you a little more time to clear up any remaining confusion about the practice problems vidal
instructor,hi all i need to end my office hours 15 minutes early tomorrow so ill start them 15 minutes early as well the new times 1245345 are reflected on the courses google calendar
instructor,hello all im sorry for the late notice i got sick over the weekend and i was hoping to feel better but since i dont i will postpone todays oh i apologize for the late notice and any inconvenience this may cause i will reschedule my office hour to sometime this weekend thanks
instructor,due to an exam for my math class i will not be holding my 8001000 office hours tonight i will be making them up before the project due date sorry for the inconvenience
instructor,hey guys im moving my office hours from today to thursday from 5630pm in 1695 bbb this change is reflected in the calendar sorry for any inconveniences
instructor,we would like to customize the final exam review to the needs of the class please fill out this form to provide us with feedback on your understanding of the topics covered since the midterm exam any suggestions you have for the final review are also most welcome and can be provided in the same form we ask that you please fill out the form by the end of wednesday 1203 to allow us sufficient time to prepare the review lectures your contribution to this survey will be anonymous you will be required to login but this is only for the purpose of avoiding duplicate entries your uniqname is not stored with the form pin
instructor,hi all im hanging out in 1695 bbb for a while if you happen to have questions about your 280 project feel free to stop by and ask ill probably be here until 9pmish cheers vidal
instructor,hey guys im moving my office hours back today from 2304 to 5730 same place and itll be reflected on the calendar
instructor,heard of mhacks want to join the fun for those who haven’t mhacks is a weekendlong event in january where you can work on whatever kinds of projects you want you can do almost anything software or hardware related you can incorporate cool stuff like drones and oculus rifts and it’s an allaround good experience to build up workable projects with likeminded people you can learn more about mhacks and apply at mhacksorg but michigan hackers is also setting up another event in conjunction to mhacks called learn to hack this event is geared towards those of you who haven’t had a lot of or any experience with hackathons or outside projects and is designed to teach you the skills necessary to develop your own side projects outside of class focusing on development skills that can be translated immediately into a working product namely we focus on web development—all the way from html and css through javascript to backend databases these are tools that you can use to not only build your own projects but show them to the world it’s possible to just register for mhacks and jump in and go from there but learn to hack will be a bit more structured with scheduled lectures and work times learn to hack is happening the weekend before mhacks all day january 10 2015 where well be providing lectures and mentors in order to help you develop over the course of the event your first web project no previous experience or project idea is necessary food will be provided register for this great learning opportunity at learntohackparseappcom we hope to see you there pin
instructor,hey guys im changing my office hours today theyre gonna be from 5307 pm instead of 4530 pm same room as always and the changes will be reflected on the calendar i apologize for any inconvenience
instructor,in light of the extra office hours at the project party and the relative lull in activity after the turn in im going to cancel my office hours that were scheduled from 83010 this morning hope this doesnt cause any inconvenience in future weeks i may be moving this office hour time permanently to a more helpful time but ill announce that if it happens
instructor,hello all due to the fact that post project turn in not many people go to office hour i will move mine to sunday 9am12pm in bbb 1620 to have more options for people before thanksgiving break thank you
instructor,hi all im very sorry for the late notice but i need to cancel my regular office hours this morning thursday i will make them up on friday from 11am1pm my apologies for any inconveniences thanks james
instructor,
instructor,we referred 6 students to the honor council from project 3 thank you to all the honest coders
instructor,hey guys i have the flu so i wont be holding me office hours today from 2304 however james will be covering most of my office hours from 34 same place as always i apologize for any inconveniences
instructor,hi all i need to reschedule my office hours this wednesday rather than my usual 130 to 230 slot ill be there from 12130 the google calendar reflects this change sorry for any inconvenience cathy
instructor,this coming week i have extended my wednesday office hours until 800 pm might go later if people still need help for the project deadline and cancelled my thursday office hours this change is reflected in the google calendar
instructor,i will need to cancel my office hours tomorrow to compensate i will be extending my wednesday office hours these changes will be recorded in the course calendar shortly if you need to meet with me outside of office hour times feel free to shoot me an email
instructor,if you could not attend the final exam at the designated time 1212 1030pm to 1200pm please send an email to eecs280staffumichedu to request for an alternate or accommodation exam as soon as possible a legitimated reason is expected at the time of the request thanks jie
instructor,hi all i had to push back the start of my office hours today they will start at 5pm instead of 4pm the change is reflected in the google calendar vidal officehours pin
instructor,hello all i wont be able to hold my office hours tomorrow so im extending my hours tonight from 630 8 to 630 930 still in the ugli basement apologies for any inconvenience kris
instructor,hi professor deorio my name is shelby lewin and i am a senior studying information in the bsi i am currently completing a project for one of my classes si 365 cyberscience computational science and the rise of the fourth paradigm this project is a study on rate my professor data regarding stem classes at the university of michigan i was wondering if it would be possible for you to please pass along to your current eecs 280 students a survey that my group has created so that we could gather data to aid in our research please let me know if this would be possible or if you have any questions i really appreciate it the link to the survey is below httpsdocsgooglecomaumicheduformsd1ebmlpih246rrjshqntvu9uwmwherw8aybfom7dpiz4viewformuspsendform thank you so much shelby shelby ryann lewin university of michigan school of information bachelor of science in information 2015 srlewinumichedu
instructor,sorry for the inconvenience but ill be late to my officce hours this morning i should be there by about 930 and definitely before 10 whenever i get there ill still hang around for the full 2 hour period
instructor,so there is a girls who code even that has reserved bbb 1620 so we james and jay have moved our office hours to bbb 1695 for today still from 14pm
instructor,
instructor,hi all ill be rescheduling my office hours this coming tuesday 1111 they will be held from 200400 the course calendar on ctools has been updated accordingly sorry for any inconvenience
instructor,if you did task 4 for lab08 here are some code snippets that you can add to lab08cpp to check that filter and copy are correct add this snippet before int main bool isoddint x return x 2 add this snippet after the the first for loop print statements line 21 after isodd is added testing filter cout calling vfilterisodd endl intvector u vfilterisodd cout solution 1 3 5 endl cout your code uprint cout endl testing copy cout calling vcopy endl intvector x vcopy1 3 cout solution 2 3 endl cout your code xprint cout endl
instructor,i am going to be running a touch late to my 11 oclock office hours today but should easily be in the ugli basement by 1130 apologies for any inconvenience kris
instructor,jon and i are swapping office hours tonight he will be doing my 630830 period tonight wednesday and i will be doing his 6309pm tomorrow thursday sorry for any confusion
instructor,hello all i apologize for the inconvenience but my tuesday oh have been rescheduled to sunday 9am12am same place bbb1620 thanks
instructor,i need to reschedule my office hours from today tuesday at 111 to friday at 13 sorry for any inconvenience my wednesday and thursday office hours should not be affected
instructor,ill be covering blackjack tonight at my office hours bring a printout of the specs vidal
instructor,as promised here are pics of me as jack sparrow httpsdrivegooglecomfolderviewid0bwd26edfypgyzlsbevxrupltvk see you at office hours enjoy vidal
instructor,last minute change office hours tonight will be in 1695 bbb instead of 1620 vidal
instructor,fyi i have to push back my office hours until 530pm vidal officehours pin
instructor,since i cancelled office hours earlier this week im planning to hold additional office hours in 1695 bbb today from 1130 130 ill also head over to the ugli basement after my discussion ends at 3 today and can stay until 4 or 430
instructor,hi all i need to move my office hours to a bit earlier today they will be 5007pm instead of the regular 630830pm same location 1695 bbb sorry about any inconvenience thanks james
instructor,i will not be holding office hours today if you would like to meet with me later in the week please send me an email and well arrange a time
instructor,hi all i have to cancel my wednesday today 500630 office hours due to an exam my thursday tomorrow office hours will be extended to 500800 pm one time only and i apologize for any inconvenience this may cause
instructor,hey all just wanted to let you know that my thursday oh are cancelled and will instead be held on sunday 9am12pm one time only
instructor,hi all i had to move up my office hours for today they will be from 1pm4pm this is a onetimeonly shift vidal
instructor,im not feeling well so im going to head home early instead of holding my 810pm office hours tonight i will schedule some alternate hours later on in the week sorry for any inconvenience
instructor,ada lovelace day was observed this week on october 15 to be exact ada lovelace is considered to be the world’s first computer programmer and october 15 is now an annual celebration of women in the stem fields a couple of interesting resources adas biography httpfindingadacomaboutwhowasada adas algorithm book coming out soon httpwwwmhpbookscombooksadasalgorithm enjoy
instructor,i am hanging out in 1620 bbb for a while so ive decided to offer some impromptu office hours while im here feel free to stop by if you have questions vidal
instructor,hi class i have entered problems from both versions of the midterm into labster for some of the questions that ask you to interpret code you may the interactive visualization useful for checking your own conclusions or more closely investigating what is going on solutions for code writing questions are not given but it would be a good idea to practice working through the problems on your own and then checking your code with the visualization to access the problems just go to eecs280labstereecsumichedu and click on the appropriate link on the left hand side good luck studying james pin
instructor,there is a typo in problem 2c on the winter practice exam in the preorder traversal section of the given code the recursive calls should be preorderprint not postorderprint this was fixed in the final version but the edit must not have made it into whatever version was used to generate the practice pdf
instructor,hi everyone so as most of you should know the midterm evaluations for both lecture and discussion are due the 13th of october i just please ask you to fill those out for the instructors and gsis sake i am especially interested in my discussions evaluations because i am a first time ia and would really like feedback so i can make changes for the better thanks have a good fall break
instructor,my oh from 1130am230pm today is moved to 1620 bbb because 1695 is closed due to an event in tishman hall
instructor,my 12hour exam review is now posted on the course google calendar vidal pin
instructor,hi all in light of the extra office hours today ie wednesday im canceling my office hours tomorrow ie thursday morning
instructor,hi all i will cancel my office hour from 900am to 1200pm in 1695 bbb tomorrow this is just a one time adjustment good luck with your project thanks jie
